num_qubits,function_type,num_x_gate,num_h_gate,num_cnot_gate,num_total_gate,real_time,sim_time,real_result,sim_result,backand_name,trials,realtimepertrials,simtimepertrials,hamming_dis
4,1,5,9,3,17,7.61804986,0.0015647410000000001,1101,1101,ibmq_burlington,1024,0.007439502,1.5280675143e-06,0
4,0,1,9,0,10,7.596179962000001,0.0014295579999999998,0000,0000,ibmq_burlington,1024,0.007418144000000001,1.3960525393e-06,0
4,0,2,9,0,11,7.7854716779999995,0.00142622,0000,0000,ibmq_burlington,1024,0.007603,1.3927929103e-06,0
3,1,5,7,2,14,8.431847572,0.001705647,110,110,ibmq_burlington,1024,0.008234225999999999,1.6656704247e-06,0
3,1,5,7,1,13,7.353438616,0.0014033320000000002,001,001,ibmq_burlington,1024,0.007181091999999999,1.3704411685e-06,0
3,1,5,7,1,13,7.548464537,0.001461267,010,010,ibmq_burlington,1024,0.007371546999999999,1.427019015e-06,0
3,1,3,7,1,11,7.797730683999999,0.001354456,010,010,ibmq_burlington,1024,0.007614971,1.3227108866e-06,0
3,1,3,7,2,12,7.793188334,0.001400709,101,101,ibmq_burlington,1024,0.007610535,1.3678800315e-06,0
3,1,3,7,1,11,7.473148346,0.00142312,001,001,ibmq_burlington,1024,0.007297996,1.389766112e-06,0
3,1,5,7,3,15,7.702981234,0.001575947,111,111,ibmq_burlington,1024,0.007522443,1.5390105546e-06,0
3,1,5,7,1,13,7.279724598,0.0013604160000000001,010,010,ibmq_burlington,1024,0.007109106,1.3285316527e-06,0
3,1,5,7,1,13,7.2088739870000005,0.00188899,100,100,ibmq_burlington,1024,0.007039915999999999,1.8447171897e-06,0
3,0,1,7,0,8,7.485846996,0.001215458,000,000,ibmq_burlington,1024,0.007310397,1.1869706213e-06,0
3,0,2,7,0,9,7.657422304,0.001277208,000,000,ibmq_burlington,1024,0.007477951,1.2472737581e-06,0
2,1,3,5,2,10,7.376475333999999,0.001308441,11,11,ibmq_burlington,1024,0.007203589,1.2777745724e-06,0
